Unnamed: 0,SOZLESME_KODU,UZUNKOD,Underlying,Type,Strike,Expiry,Conversion,Future,MM,TARIH,varant_kapanis_fiyati,vadeli_kapanis_fiyati,varant_teminat,viop_teminat
149,AEICH.V,ASELSC3107240109.00IYM00000.2NA ,ASELS,C,109.0,2024-07-31,0.2,F_ASELS0724,IYM,2024-07-26,0.01,64.89,0.05,9.6
150,AEICI.V,ASELSC1609240055.00IYM00000.2NA ,ASELS,C,55.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,2.46,69.29,12.3,10.25
151,AEICJ.V,ASELSC1609240065.00IYM00000.2NA ,ASELS,C,65.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,1.16,69.29,5.8,10.25
152,AEICK.V,ASELSC1609240070.00IYM00000.2NA ,ASELS,C,70.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,0.78,69.29,3.9,10.25
153,AEICL.V,ASELSC1609240080.00IYM00000.2NA ,ASELS,C,80.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,0.36,69.29,1.8,10.25
154,AEICM.V,ASELSC1609240100.00IYM00000.2NA ,ASELS,C,100.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,0.12,69.29,0.6,10.25
155,AEICN.V,ASELSC3009240065.00IYM00000.2NA ,ASELS,C,65.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,1.36,69.29,6.8,10.25
156,AEICO.V,ASELSC3009240075.00IYM00000.2NA ,ASELS,C,75.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,0.64,69.29,3.2,10.25
157,AEICP.V,ASELSC3009240080.00IYM00000.2NA ,ASELS,C,80.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,0.47,69.29,2.35,10.25
158,AEICQ.V,ASELSC3009240095.00IYM00000.2NA ,ASELS,C,95.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,0.21,69.29,1.05,10.25
159,AEICR.V,ASELSC3009240110.00IYM00000.2NA ,ASELS,C,110.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,0.13,69.29,0.65,10.25
160,AEIRD.V,ASELSP3107240071.00IYM00000.2NA ,ASELS,P,71.0,2024-07-31,0.2,F_ASELS0724,IYM,2024-07-26,0.0,64.89,0.0,9.6
161,AEIRE.V,ASELSP3107240064.00IYM00000.2NA ,ASELS,P,64.0,2024-07-31,0.2,F_ASELS0724,IYM,2024-07-26,0.36,64.89,1.8,9.6
162,AEIRF.V,ASELSP3107240058.00IYM00000.2NA ,ASELS,P,58.0,2024-07-31,0.2,F_ASELS0724,IYM,2024-07-26,0.03,64.89,0.15,9.6
163,AEIRG.V,ASELSP3107240051.00IYM00000.2NA ,ASELS,P,51.0,2024-07-31,0.2,F_ASELS0724,IYM,2024-07-26,0.03,64.89,0.15,9.6
164,AEIRH.V,ASELSP3107240046.00IYM00000.2NA ,ASELS,P,46.0,2024-07-31,0.2,F_ASELS0724,IYM,2024-07-26,0.02,64.89,0.1,9.6
165,AEIRI.V,ASELSP1609240065.00IYM00000.2NA ,ASELS,P,65.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,1.0,69.29,5.0,10.25
166,AEIRJ.V,ASELSP1609240060.00IYM00000.2NA ,ASELS,P,60.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,0.6,69.29,3.0,10.25
167,AEIRK.V,ASELSP1609240050.00IYM00000.2NA ,ASELS,P,50.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,0.0,69.29,0.0,10.25
168,AEIRL.V,ASELSP1609240045.00IYM00000.2NA ,ASELS,P,45.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,0.09,69.29,0.45,10.25
169,AEIRM.V,ASELSP1609240040.00IYM00000.2NA ,ASELS,P,40.0,2024-09-16,0.2,F_ASELS0924,IYM,2024-07-26,0.06,69.29,0.3,10.25
170,AEIRN.V,ASELSP3009240073.00IYM00000.2NA ,ASELS,P,73.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,0.0,69.29,0.0,10.25
171,AEIRO.V,ASELSP3009240066.00IYM00000.2NA ,ASELS,P,66.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,1.16,69.29,5.8,10.25
172,AEIRP.V,ASELSP3009240059.00IYM00000.2NA ,ASELS,P,59.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,0.55,69.29,2.75,10.25
173,AEIRQ.V,ASELSP3009240053.00IYM00000.2NA ,ASELS,P,53.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,0.28,69.29,1.4,10.25
174,AEIRR.V,ASELSP3009240048.00IYM00000.2NA ,ASELS,P,48.0,2024-09-30,0.2,F_ASELS0924,IYM,2024-07-26,0.0,69.29,0.0,10.25
175,ANICD.V,AKBNKC3107240060.00IYM00000.2NA ,AKBNK,C,60.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,1.05,65.8,5.25,10.0
176,ANICE.V,AKBNKC3107240066.00IYM00000.2NA ,AKBNK,C,66.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,0.16,65.8,0.8,10.0
177,ANICF.V,AKBNKC3107240072.00IYM00000.2NA ,AKBNK,C,72.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,0.02,65.8,0.1,10.0
178,ANICG.V,AKBNKC3107240083.00IYM00000.2NA ,AKBNK,C,83.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,0.02,65.8,0.1,10.0
179,ANICH.V,AKBNKC3107240101.00IYM00000.2NA ,AKBNK,C,101.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,0.01,65.8,0.05,10.0
180,ANICI.V,AKBNKC1609240065.00IYM00000.2NA ,AKBNK,C,65.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,1.55,70.91,7.75,10.78
181,ANICJ.V,AKBNKC1609240070.00IYM00000.2NA ,AKBNK,C,70.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,1.05,70.91,5.25,10.78
182,ANICK.V,AKBNKC1609240080.00IYM00000.2NA ,AKBNK,C,80.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,0.47,70.91,2.35,10.78
183,ANICL.V,AKBNKC1609240090.00IYM00000.2NA ,AKBNK,C,90.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,0.24,70.91,1.2,10.78
184,ANICM.V,AKBNKC1609240110.00IYM00000.2NA ,AKBNK,C,110.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,0.09,70.91,0.45,10.78
185,ANICN.V,AKBNKC3009240065.00IYM00000.2NA ,AKBNK,C,65.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,1.89,70.91,9.45,10.78
186,ANICO.V,AKBNKC3009240075.00IYM00000.2NA ,AKBNK,C,75.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,0.92,70.91,4.6,10.78
187,ANICP.V,AKBNKC3009240080.00IYM00000.2NA ,AKBNK,C,80.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,0.67,70.91,3.35,10.78
188,ANICQ.V,AKBNKC3009240095.00IYM00000.2NA ,AKBNK,C,95.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,0.31,70.91,1.55,10.78
189,ANICR.V,AKBNKC3009240115.00IYM00000.2NA ,AKBNK,C,115.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,0.0,70.91,0.0,10.78
190,ANIRE.V,AKBNKP3107240066.00IYM00000.2NA ,AKBNK,P,66.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,0.36,65.8,1.8,10.0
191,ANIRF.V,AKBNKP3107240060.00IYM00000.2NA ,AKBNK,P,60.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,0.01,65.8,0.05,10.0
192,ANIRG.V,AKBNKP3107240054.00IYM00000.2NA ,AKBNK,P,54.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,0.02,65.8,0.1,10.0
193,ANIRH.V,AKBNKP3107240048.00IYM00000.2NA ,AKBNK,P,48.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,0.0,65.8,0.0,10.0
194,ANIRI.V,AKBNKP3107240043.00IYM00000.2NA ,AKBNK,P,43.0,2024-07-31,0.2,F_AKBNK0724,IYM,2024-07-26,0.0,65.8,0.0,10.0
195,ANIRJ.V,AKBNKP1609240070.00IYM00000.2NA ,AKBNK,P,70.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,1.52,70.91,7.6,10.78
196,ANIRK.V,AKBNKP1609240065.00IYM00000.2NA ,AKBNK,P,65.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,0.99,70.91,4.95,10.78
197,ANIRL.V,AKBNKP1609240060.00IYM00000.2NA ,AKBNK,P,60.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,0.61,70.91,3.05,10.78
198,ANIRM.V,AKBNKP1609240050.00IYM00000.2NA ,AKBNK,P,50.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,0.22,70.91,1.1,10.78
199,ANIRN.V,AKBNKP1609240045.00IYM00000.2NA ,AKBNK,P,45.0,2024-09-16,0.2,F_AKBNK0924,IYM,2024-07-26,0.11,70.91,0.55,10.78
200,ANIRO.V,AKBNKP3009240075.00IYM00000.2NA ,AKBNK,P,75.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,0.0,70.91,0.0,10.78
201,ANIRP.V,AKBNKP3009240065.00IYM00000.2NA ,AKBNK,P,65.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,0.0,70.91,0.0,10.78
202,ANIRQ.V,AKBNKP3009240060.00IYM00000.2NA ,AKBNK,P,60.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,0.67,70.91,3.35,10.78
203,ANIRR.V,AKBNKP3009240055.00IYM00000.2NA ,AKBNK,P,55.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,0.43,70.91,2.15,10.78
204,ANIRS.V,AKBNKP3009240045.00IYM00000.2NA ,AKBNK,P,45.0,2024-09-30,0.2,F_AKBNK0924,IYM,2024-07-26,0.0,70.91,0.0,10.78
205,AS1AM.V,ASELSC3107240095.00IYF00000.1NA ,ASELS,C,95.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.04,64.89,0.4,9.6
206,AS1AN.V,ASELSC3107240083.00IYF00000.1NA ,ASELS,C,83.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.0,64.89,0.0,9.6
207,AS1AO.V,ASELSC3107240077.00IYF00000.1NA ,ASELS,C,77.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.0,64.89,0.0,9.6
208,AS1AP.V,ASELSC3107240068.00IYF00000.1NA ,ASELS,C,68.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.0,64.89,0.0,9.6
209,AS1AQ.V,ASELSC3107240062.00IYF00000.1NA ,ASELS,C,62.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.2,64.89,2.0,9.6
210,AS1AR.V,ASELSC2908240095.00IYF00000.1NA ,ASELS,C,95.0,2024-08-29,0.1,F_ASELS0824,IYF,2024-07-26,0.03,67.11,0.3,9.93
211,AS1AS.V,ASELSC2908240082.00IYF00000.1NA ,ASELS,C,82.0,2024-08-29,0.1,F_ASELS0824,IYF,2024-07-26,0.06,67.11,0.6,9.93
212,AS1AT.V,ASELSC2908240074.00IYF00000.1NA ,ASELS,C,74.0,2024-08-29,0.1,F_ASELS0824,IYF,2024-07-26,0.16,67.11,1.6,9.93
213,AS1AU.V,ASELSC2908240066.00IYF00000.1NA ,ASELS,C,66.0,2024-08-29,0.1,F_ASELS0824,IYF,2024-07-26,0.39,67.11,3.9,9.93
214,AS1AV.V,ASELSC2908240060.00IYF00000.1NA ,ASELS,C,60.0,2024-08-29,0.1,F_ASELS0824,IYF,2024-07-26,0.69,67.11,6.9,9.93
215,AS1AW.V,ASELSC3009240090.00IYF00000.1NA ,ASELS,C,90.0,2024-09-30,0.1,F_ASELS0924,IYF,2024-07-26,0.09,69.29,0.9,10.25
216,AS1AX.V,ASELSC3009240080.00IYF00000.1NA ,ASELS,C,80.0,2024-09-30,0.1,F_ASELS0924,IYF,2024-07-26,0.22,69.29,2.2,10.25
217,AS1AY.V,ASELSC3009240072.00IYF00000.1NA ,ASELS,C,72.0,2024-09-30,0.1,F_ASELS0924,IYF,2024-07-26,0.43,69.29,4.3,10.25
218,AS1AZ.V,ASELSC3009240064.00IYF00000.1NA ,ASELS,C,64.0,2024-09-30,0.1,F_ASELS0924,IYF,2024-07-26,0.89,69.29,8.9,10.25
219,AS1BA.V,ASELSC3009240056.00IYF00000.1NA ,ASELS,C,56.0,2024-09-30,0.1,F_ASELS0924,IYF,2024-07-26,1.28,69.29,12.8,10.25
220,AS1PM.V,ASELSP3107240077.00IYF00000.1NA ,ASELS,P,77.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.0,64.89,0.0,9.6
221,AS1PN.V,ASELSP3107240070.00IYF00000.1NA ,ASELS,P,70.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.0,64.89,0.0,9.6
222,AS1PO.V,ASELSP3107240062.00IYF00000.1NA ,ASELS,P,62.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.0,64.89,0.0,9.6
223,AS1PP.V,ASELSP3107240055.00IYF00000.1NA ,ASELS,P,55.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.0,64.89,0.0,9.6
224,AS1PQ.V,ASELSP3107240050.00IYF00000.1NA ,ASELS,P,50.0,2024-07-31,0.1,F_ASELS0724,IYF,2024-07-26,0.04,64.89,0.4,9.6
225,AS1PR.V,ASELSP2908240064.00IYF00000.1NA ,ASELS,P,64.0,2024-08-29,0.1,F_ASELS0824,IYF,2024-07-26,0.0,67.11,0.0,9.93
226,AS1PS.V,ASELSP2908240056.00IYF00000.1NA ,ASELS,P,56.0,2024-08-29,0.1,F_ASELS0824,IYF,2024-07-26,0.09,67.11,0.9,9.93
227,AS1PT.V,ASELSP2908240050.00IYF00000.1NA ,ASELS,P,50.0,2024-08-29,0.1,F_ASELS0824,IYF,2024-07-26,0.0,67.11,0.0,9.93
228,AS1PU.V,ASELSP2908240044.00IYF00000.1NA ,ASELS,P,44.0,2024-08-29,0.1,F_ASELS0824,IYF,2024-07-26,0.0,67.11,0.0,9.93
229,AS1PV.V,ASELSP3009240062.00IYF00000.1NA ,ASELS,P,62.0,2024-09-30,0.1,F_ASELS0924,IYF,2024-07-26,0.31,69.29,3.1,10.25
230,AS1PW.V,ASELSP3009240054.00IYF00000.1NA ,ASELS,P,54.0,2024-09-30,0.1,F_ASELS0924,IYF,2024-07-26,0.0,69.29,0.0,10.25
231,AS1PX.V,ASELSP3009240048.00IYF00000.1NA ,ASELS,P,48.0,2024-09-30,0.1,F_ASELS0924,IYF,2024-07-26,0.0,69.29,0.0,10.25
232,AS1PY.V,ASELSP3009240042.00IYF00000.1NA ,ASELS,P,42.0,2024-09-30,0.1,F_ASELS0924,IYF,2024-07-26,0.0,69.29,0.0,10.25
233,ASAGT.V,ASELSC3107240094.00AKM00000.1NA ,ASELS,C,94.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.04,64.89,0.4,9.6
234,ASAGU.V,ASELSC3107240087.00AKM00000.1NA ,ASELS,C,87.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.01,64.89,0.1,9.6
235,ASAGV.V,ASELSC3107240079.00AKM00000.1NA ,ASELS,C,79.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.0,64.89,0.0,9.6
236,ASAGW.V,ASELSC3107240071.00AKM00000.1NA ,ASELS,C,71.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.0,64.89,0.0,9.6
237,ASAGX.V,ASELSC3107240063.00AKM00000.1NA ,ASELS,C,63.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.12,64.89,1.2,9.6
238,ASAGY.V,ASELSC2908240088.00AKM00000.1NA ,ASELS,C,88.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.04,67.11,0.4,9.93
239,ASAGZ.V,ASELSC2908240080.00AKM00000.1NA ,ASELS,C,80.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.08,67.11,0.8,9.93
240,ASAHA.V,ASELSC2908240073.00AKM00000.1NA ,ASELS,C,73.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.17,67.11,1.7,9.93
241,ASAHB.V,ASELSC2908240066.00AKM00000.1NA ,ASELS,C,66.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.37,67.11,3.7,9.93
242,ASAHC.V,ASELSC2908240060.00AKM00000.1NA ,ASELS,C,60.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.83,67.11,8.3,9.93
243,ASAHD.V,ASELSC3009240092.00AKM00000.1NA ,ASELS,C,92.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.13,69.29,1.3,10.25
244,ASAHE.V,ASELSC3009240083.00AKM00000.1NA ,ASELS,C,83.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.22,69.29,2.2,10.25
245,ASAHF.V,ASELSC3009240075.00AKM00000.1NA ,ASELS,C,75.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.36,69.29,3.6,10.25
246,ASAHG.V,ASELSC3009240068.00AKM00000.1NA ,ASELS,C,68.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.63,69.29,6.3,10.25
247,ASAHH.V,ASELSC3009240062.00AKM00000.1NA ,ASELS,C,62.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.95,69.29,9.5,10.25
248,ASAVT.V,ASELSP3107240045.00AKM00000.1NA ,ASELS,P,45.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.05,64.89,0.5,9.6
249,ASAVU.V,ASELSP3107240050.00AKM00000.1NA ,ASELS,P,50.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.0,64.89,0.0,9.6
250,ASAVV.V,ASELSP3107240056.00AKM00000.1NA ,ASELS,P,56.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.0,64.89,0.0,9.6
251,ASAVW.V,ASELSP3107240061.00AKM00000.1NA ,ASELS,P,61.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.05,64.89,0.5,9.6
252,ASAVX.V,ASELSP3107240067.00AKM00000.1NA ,ASELS,P,67.0,2024-07-31,0.1,F_ASELS0724,AKM,2024-07-26,0.0,64.89,0.0,9.6
253,ASAVY.V,ASELSP2908240046.00AKM00000.1NA ,ASELS,P,46.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.0,67.11,0.0,9.93
254,ASAVZ.V,ASELSP2908240050.00AKM00000.1NA ,ASELS,P,50.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.0,67.11,0.0,9.93
255,ASAWA.V,ASELSP2908240054.00AKM00000.1NA ,ASELS,P,54.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.0,67.11,0.0,9.93
256,ASAWB.V,ASELSP2908240058.00AKM00000.1NA ,ASELS,P,58.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.0,67.11,0.0,9.93
257,ASAWC.V,ASELSP2908240063.00AKM00000.1NA ,ASELS,P,63.0,2024-08-29,0.1,F_ASELS0824,AKM,2024-07-26,0.29,67.11,2.9,9.93
258,ASAWD.V,ASELSP3009240040.00AKM00000.1NA ,ASELS,P,40.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.0,69.29,0.0,10.25
259,ASAWE.V,ASELSP3009240046.00AKM00000.1NA ,ASELS,P,46.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.0,69.29,0.0,10.25
260,ASAWF.V,ASELSP3009240052.00AKM00000.1NA ,ASELS,P,52.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.0,69.29,0.0,10.25
261,ASAWG.V,ASELSP3009240058.00AKM00000.1NA ,ASELS,P,58.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.0,69.29,0.0,10.25
262,ASAWH.V,ASELSP3009240063.00AKM00000.1NA ,ASELS,P,63.0,2024-09-30,0.1,F_ASELS0924,AKM,2024-07-26,0.39,69.29,3.9,10.25
263,ASBCR.V,ASELSC3107240055.00BNP00000.2NA ,ASELS,C,55.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,1.56,64.89,7.8,9.6
264,ASBCS.V,ASELSC3107240060.00BNP00000.2NA ,ASELS,C,60.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
265,ASBCT.V,ASELSC3107240065.00BNP00000.2NA ,ASELS,C,65.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
266,ASBCU.V,ASELSC3107240068.00BNP00000.2NA ,ASELS,C,68.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.05,64.89,0.25,9.6
267,ASBCV.V,ASELSC3107240070.00BNP00000.2NA ,ASELS,C,70.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
268,ASBCW.V,ASELSC3107240075.00BNP00000.2NA ,ASELS,C,75.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
269,ASBCX.V,ASELSC3107240080.00BNP00000.2NA ,ASELS,C,80.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
270,ASBCY.V,ASELSC3107240085.00BNP00000.2NA ,ASELS,C,85.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
271,ASBCZ.V,ASELSC3107240090.00BNP00000.2NA ,ASELS,C,90.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
272,ASBDA.V,ASELSC3107240100.00BNP00000.2NA ,ASELS,C,100.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
273,ASBDB.V,ASELSC2908240055.00BNP00000.2NA ,ASELS,C,55.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,2.14,67.11,10.7,9.93
274,ASBDC.V,ASELSC2908240060.00BNP00000.2NA ,ASELS,C,60.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.0,67.11,0.0,9.93
275,ASBDD.V,ASELSC2908240065.00BNP00000.2NA ,ASELS,C,65.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.79,67.11,3.95,9.93
276,ASBDE.V,ASELSC2908240068.00BNP00000.2NA ,ASELS,C,68.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.58,67.11,2.9,9.93
277,ASBDF.V,ASELSC2908240070.00BNP00000.2NA ,ASELS,C,70.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.6,67.11,3.0,9.93
278,ASBDG.V,ASELSC2908240075.00BNP00000.2NA ,ASELS,C,75.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.35,67.11,1.75,9.93
279,ASBDH.V,ASELSC2908240080.00BNP00000.2NA ,ASELS,C,80.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.0,67.11,0.0,9.93
280,ASBDI.V,ASELSC2908240085.00BNP00000.2NA ,ASELS,C,85.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.0,67.11,0.0,9.93
281,ASBDJ.V,ASELSC2908240090.00BNP00000.2NA ,ASELS,C,90.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.0,67.11,0.0,9.93
282,ASBDK.V,ASELSC2908240100.00BNP00000.2NA ,ASELS,C,100.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.0,67.11,0.0,9.93
283,ASBDL.V,ASELSC3009240056.00BNP00000.2NA ,ASELS,C,56.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
284,ASBDM.V,ASELSC3009240062.00BNP00000.2NA ,ASELS,C,62.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
285,ASBDN.V,ASELSC3009240064.00BNP00000.2NA ,ASELS,C,64.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
286,ASBDO.V,ASELSC3009240065.00BNP00000.2NA ,ASELS,C,65.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
287,ASBDP.V,ASELSC3009240068.00BNP00000.2NA ,ASELS,C,68.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
288,ASBDQ.V,ASELSC3009240072.00BNP00000.2NA ,ASELS,C,72.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
289,ASBDR.V,ASELSC3009240075.00BNP00000.2NA ,ASELS,C,75.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
290,ASBDS.V,ASELSC3009240080.00BNP00000.2NA ,ASELS,C,80.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
291,ASBDT.V,ASELSC3009240090.00BNP00000.2NA ,ASELS,C,90.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
292,ASBDU.V,ASELSC3009240095.00BNP00000.2NA ,ASELS,C,95.0,2024-09-30,0.2,F_ASELS0924,BNP,2024-07-26,0.0,69.29,0.0,10.25
293,ASBPK.V,ASELSP3107240065.00BNP00000.2NA ,ASELS,P,65.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
294,ASBPL.V,ASELSP3107240060.00BNP00000.2NA ,ASELS,P,60.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
295,ASBPM.V,ASELSP3107240055.00BNP00000.2NA ,ASELS,P,55.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
296,ASBPN.V,ASELSP3107240050.00BNP00000.2NA ,ASELS,P,50.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
297,ASBPO.V,ASELSP3107240040.00BNP00000.2NA ,ASELS,P,40.0,2024-07-31,0.2,F_ASELS0724,BNP,2024-07-26,0.0,64.89,0.0,9.6
298,ASBPP.V,ASELSP2908240065.00BNP00000.2NA ,ASELS,P,65.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.0,67.11,0.0,9.93
299,ASBPQ.V,ASELSP2908240060.00BNP00000.2NA ,ASELS,P,60.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.0,67.11,0.0,9.93
300,ASBPR.V,ASELSP2908240055.00BNP00000.2NA ,ASELS,P,55.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.15,67.11,0.75,9.93
301,ASBPS.V,ASELSP2908240050.00BNP00000.2NA ,ASELS,P,50.0,2024-08-29,0.2,F_ASELS0824,BNP,2024-07-26,0.0,67.11,0.0,9.93
