Unnamed: 0,SOZLESME_KODU,UZUNKOD,Underlying,Type,Strike,Expiry,Conversion,Future,MM,TARIH,varant_kapanis_fiyati,vadeli_kapanis_fiyati,varant_teminat,viop_teminat
3198,PTIUH.V,PETKMP3107240015.00IYM00000.5NA ,PETKM,P,15.0,2024-07-31,0.5,F_PETKM0724,IYM,2024-07-26,0.0,25.85,0.0,3.83
3199,PTIUI.V,PETKMP1609240024.00IYM00000.5NA ,PETKM,P,24.0,2024-09-16,0.5,F_PETKM0924,IYM,2024-07-26,0.45,27.7,0.9,4.1
3200,PTIUJ.V,PETKMP1609240021.00IYM00000.5NA ,PETKM,P,21.0,2024-09-16,0.5,F_PETKM0924,IYM,2024-07-26,0.15,27.7,0.3,4.1
3201,PTIUK.V,PETKMP1609240019.00IYM00000.5NA ,PETKM,P,19.0,2024-09-16,0.5,F_PETKM0924,IYM,2024-07-26,0.08,27.7,0.16,4.1
3202,PTIUL.V,PETKMP1609240017.00IYM00000.5NA ,PETKM,P,17.0,2024-09-16,0.5,F_PETKM0924,IYM,2024-07-26,0.0,27.7,0.0,4.1
3203,PTIUM.V,PETKMP1609240015.00IYM00000.5NA ,PETKM,P,15.0,2024-09-16,0.5,F_PETKM0924,IYM,2024-07-26,0.0,27.7,0.0,4.1
3204,PTIUN.V,PETKMP3009240026.00IYM00000.5NA ,PETKM,P,26.0,2024-09-30,0.5,F_PETKM0924,IYM,2024-07-26,0.86,27.7,1.72,4.1
3205,PTIUO.V,PETKMP3009240024.00IYM00000.5NA ,PETKM,P,24.0,2024-09-30,0.5,F_PETKM0924,IYM,2024-07-26,0.51,27.7,1.02,4.1
3206,PTIUP.V,PETKMP3009240021.00IYM00000.5NA ,PETKM,P,21.0,2024-09-30,0.5,F_PETKM0924,IYM,2024-07-26,0.0,27.7,0.0,4.1
3207,PTIUQ.V,PETKMP3009240019.00IYM00000.5NA ,PETKM,P,19.0,2024-09-30,0.5,F_PETKM0924,IYM,2024-07-26,0.0,27.7,0.0,4.1
3208,PTIUR.V,PETKMP3009240017.00IYM00000.5NA ,PETKM,P,17.0,2024-09-30,0.5,F_PETKM0924,IYM,2024-07-26,0.0,27.7,0.0,4.1
3209,SA1AE.V,SAHOLC3107240145.00IYF00000.1NA ,SAHOL,C,145.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.0,105.98,0.0,15.9
3210,SA1AF.V,SAHOLC3107240125.00IYF00000.1NA ,SAHOL,C,125.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.01,105.98,0.1,15.9
3211,SA1AG.V,SAHOLC3107240115.00IYF00000.1NA ,SAHOL,C,115.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.04,105.98,0.4,15.9
3212,SA1AH.V,SAHOLC3107240100.00IYF00000.1NA ,SAHOL,C,100.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.0,105.98,0.0,15.9
3213,SA1AI.V,SAHOLC3107240095.00IYF00000.1NA ,SAHOL,C,95.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.0,105.98,0.0,15.9
3214,SA1AJ.V,SAHOLC2908240155.00IYF0000.05NA ,SAHOL,C,155.0,2024-08-29,0.05,F_SAHOL0824,IYF,2024-07-26,0.0,110.03,0.0,16.5
3215,SA1AK.V,SAHOLC2908240135.00IYF0000.05NA ,SAHOL,C,135.0,2024-08-29,0.05,F_SAHOL0824,IYF,2024-07-26,0.04,110.03,0.8,16.5
3216,SA1AL.V,SAHOLC2908240120.00IYF0000.05NA ,SAHOL,C,120.0,2024-08-29,0.05,F_SAHOL0824,IYF,2024-07-26,0.13,110.03,2.6,16.5
3217,SA1AM.V,SAHOLC2908240110.00IYF0000.05NA ,SAHOL,C,110.0,2024-08-29,0.05,F_SAHOL0824,IYF,2024-07-26,0.29,110.03,5.8,16.5
3218,SA1AN.V,SAHOLC2908240096.00IYF0000.05NA ,SAHOL,C,96.0,2024-08-29,0.05,F_SAHOL0824,IYF,2024-07-26,0.71,110.03,14.2,16.5
3219,SA1AO.V,SAHOLC3009240145.00IYF0000.05NA ,SAHOL,C,145.0,2024-09-30,0.05,F_SAHOL0924,IYF,2024-07-26,0.0,113.16,0.0,16.97
3220,SA1AP.V,SAHOLC3009240125.00IYF0000.05NA ,SAHOL,C,125.0,2024-09-30,0.05,F_SAHOL0924,IYF,2024-07-26,0.31,113.16,6.2,16.97
3221,SA1AQ.V,SAHOLC3009240115.00IYF0000.05NA ,SAHOL,C,115.0,2024-09-30,0.05,F_SAHOL0924,IYF,2024-07-26,0.54,113.16,10.8,16.97
3222,SA1AR.V,SAHOLC3009240105.00IYF0000.05NA ,SAHOL,C,105.0,2024-09-30,0.05,F_SAHOL0924,IYF,2024-07-26,0.0,113.16,0.0,16.97
3223,SA1AS.V,SAHOLC3009240092.00IYF0000.05NA ,SAHOL,C,92.0,2024-09-30,0.05,F_SAHOL0924,IYF,2024-07-26,0.0,113.16,0.0,16.97
3224,SA1PE.V,SAHOLP3107240115.00IYF00000.1NA ,SAHOL,P,115.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.0,105.98,0.0,15.9
3225,SA1PF.V,SAHOLP3107240105.00IYF00000.1NA ,SAHOL,P,105.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.0,105.98,0.0,15.9
3226,SA1PG.V,SAHOLP3107240095.00IYF00000.1NA ,SAHOL,P,95.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.0,105.98,0.0,15.9
3227,SA1PH.V,SAHOLP3107240083.00IYF00000.1NA ,SAHOL,P,83.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.04,105.98,0.4,15.9
3228,SA1PI.V,SAHOLP3107240074.00IYF00000.1NA ,SAHOL,P,74.0,2024-07-31,0.1,F_SAHOL0724,IYF,2024-07-26,0.0,105.98,0.0,15.9
3229,SA1PJ.V,SAHOLP2908240105.00IYF0000.05NA ,SAHOL,P,105.0,2024-08-29,0.05,F_SAHOL0824,IYF,2024-07-26,0.23,110.03,4.6,16.5
3230,SA1PK.V,SAHOLP2908240092.00IYF0000.05NA ,SAHOL,P,92.0,2024-08-29,0.05,F_SAHOL0824,IYF,2024-07-26,0.0,110.03,0.0,16.5
3231,SA1PL.V,SAHOLP2908240082.00IYF0000.05NA ,SAHOL,P,82.0,2024-08-29,0.05,F_SAHOL0824,IYF,2024-07-26,0.0,110.03,0.0,16.5
3232,SA1PM.V,SAHOLP2908240072.00IYF0000.05NA ,SAHOL,P,72.0,2024-08-29,0.05,F_SAHOL0824,IYF,2024-07-26,0.04,110.03,0.8,16.5
3233,SA1PN.V,SAHOLP3009240100.00IYF0000.05NA ,SAHOL,P,100.0,2024-09-30,0.05,F_SAHOL0924,IYF,2024-07-26,0.0,113.16,0.0,16.97
3234,SA1PO.V,SAHOLP3009240087.00IYF0000.05NA ,SAHOL,P,87.0,2024-09-30,0.05,F_SAHOL0924,IYF,2024-07-26,0.0,113.16,0.0,16.97
3235,SA1PP.V,SAHOLP3009240078.00IYF0000.05NA ,SAHOL,P,78.0,2024-09-30,0.05,F_SAHOL0924,IYF,2024-07-26,0.0,113.16,0.0,16.97
3236,SA1PQ.V,SAHOLP3009240069.00IYF0000.05NA ,SAHOL,P,69.0,2024-09-30,0.05,F_SAHOL0924,IYF,2024-07-26,0.0,113.16,0.0,16.97
3237,SAABY.V,SAHOLC3107240135.00AKM0000.06NA ,SAHOL,C,135.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.0,105.98,0.0,15.9
3238,SAABZ.V,SAHOLC3107240125.00AKM0000.06NA ,SAHOL,C,125.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.0,105.98,0.0,15.9
3239,SAACA.V,SAHOLC3107240115.00AKM0000.06NA ,SAHOL,C,115.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.05,105.98,0.83,15.9
3240,SAACB.V,SAHOLC3107240105.00AKM0000.06NA ,SAHOL,C,105.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.08,105.98,1.33,15.9
3241,SAACC.V,SAHOLC3107240096.00AKM0000.06NA ,SAHOL,C,96.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.0,105.98,0.0,15.9
3242,SAACD.V,SAHOLC2908240130.00AKM0000.06NA ,SAHOL,C,130.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.0,110.03,0.0,16.5
3243,SAACE.V,SAHOLC2908240120.00AKM0000.06NA ,SAHOL,C,120.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.14,110.03,2.33,16.5
3244,SAACF.V,SAHOLC2908240110.00AKM0000.06NA ,SAHOL,C,110.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.32,110.03,5.33,16.5
3245,SAACG.V,SAHOLC2908240100.00AKM0000.06NA ,SAHOL,C,100.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.0,110.03,0.0,16.5
3246,SAACH.V,SAHOLC2908240090.00AKM0000.06NA ,SAHOL,C,90.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.0,110.03,0.0,16.5
3247,SAACI.V,SAHOLC3009240160.00AKM0000.06NA ,SAHOL,C,160.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.13,113.16,2.17,16.97
3248,SAACJ.V,SAHOLC3009240135.00AKM0000.06NA ,SAHOL,C,135.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.0,113.16,0.0,16.97
3249,SAACK.V,SAHOLC3009240125.00AKM0000.06NA ,SAHOL,C,125.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.34,113.16,5.67,16.97
3250,SAACL.V,SAHOLC3009240115.00AKM0000.06NA ,SAHOL,C,115.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.0,113.16,0.0,16.97
3251,SAACM.V,SAHOLC3009240105.00AKM0000.06NA ,SAHOL,C,105.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.98,113.16,16.33,16.97
3252,SAAQY.V,SAHOLP3107240070.00AKM0000.06NA ,SAHOL,P,70.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.0,105.98,0.0,15.9
3253,SAAQZ.V,SAHOLP3107240080.00AKM0000.06NA ,SAHOL,P,80.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.0,105.98,0.0,15.9
3254,SAARA.V,SAHOLP3107240087.00AKM0000.06NA ,SAHOL,P,87.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.0,105.98,0.0,15.9
3255,SAARB.V,SAHOLP3107240095.00AKM0000.06NA ,SAHOL,P,95.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.0,105.98,0.0,15.9
3256,SAARC.V,SAHOLP3107240102.00AKM0000.06NA ,SAHOL,P,102.0,2024-07-31,0.06,F_SAHOL0724,AKM,2024-07-26,0.07,105.98,1.17,15.9
3257,SAARD.V,SAHOLP2908240070.00AKM0000.06NA ,SAHOL,P,70.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.0,110.03,0.0,16.5
3258,SAARE.V,SAHOLP2908240078.00AKM0000.06NA ,SAHOL,P,78.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.0,110.03,0.0,16.5
3259,SAARF.V,SAHOLP2908240085.00AKM0000.06NA ,SAHOL,P,85.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.0,110.03,0.0,16.5
3260,SAARG.V,SAHOLP2908240090.00AKM0000.06NA ,SAHOL,P,90.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.0,110.03,0.0,16.5
3261,SAARH.V,SAHOLP2908240095.00AKM0000.06NA ,SAHOL,P,95.0,2024-08-29,0.06,F_SAHOL0824,AKM,2024-07-26,0.0,110.03,0.0,16.5
3262,SAARI.V,SAHOLP3009240075.00AKM0000.06NA ,SAHOL,P,75.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.0,113.16,0.0,16.97
3263,SAARJ.V,SAHOLP3009240090.00AKM0000.06NA ,SAHOL,P,90.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.0,113.16,0.0,16.97
3264,SAARK.V,SAHOLP3009240100.00AKM0000.06NA ,SAHOL,P,100.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.27,113.16,4.5,16.97
3265,SAARL.V,SAHOLP3009240105.00AKM0000.06NA ,SAHOL,P,105.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.32,113.16,5.33,16.97
3266,SAARM.V,SAHOLP3009240110.00AKM0000.06NA ,SAHOL,P,110.0,2024-09-30,0.06,F_SAHOL0924,AKM,2024-07-26,0.41,113.16,6.83,16.97
3267,SASFC.V,SAHOLC3107240117.00GSI00000.1NA ,SAHOL,C,117.0,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.01,105.98,0.1,15.9
3268,SASFD.V,SAHOLC3107240119.00GSI00000.1NA ,SAHOL,C,119.0,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.0,105.98,0.0,15.9
3269,SASFE.V,SAHOLC3107240129.00GSI00000.1NA ,SAHOL,C,129.0,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.0,105.98,0.0,15.9
3270,SASFF.V,SAHOLC3107240134.00GSI00000.1NA ,SAHOL,C,134.0,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.01,105.98,0.1,15.9
3271,SASFG.V,SAHOLC3107240139.00GSI00000.1NA ,SAHOL,C,139.0,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.0,105.98,0.0,15.9
3272,SASFH.V,SAHOLC3107240099.30GSI00000.1NA ,SAHOL,C,99.3,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.0,105.98,0.0,15.9
3273,SASFI.V,SAHOLC3107240104.00GSI00000.1NA ,SAHOL,C,104.0,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.0,105.98,0.0,15.9
3274,SASFJ.V,SAHOLC2908240113.00GSI00000.1NA ,SAHOL,C,113.0,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.46,110.03,4.6,16.5
3275,SASFK.V,SAHOLC2908240115.00GSI00000.1NA ,SAHOL,C,115.0,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.0,110.03,0.0,16.5
3276,SASFL.V,SAHOLC2908240125.00GSI00000.1NA ,SAHOL,C,125.0,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.16,110.03,1.6,16.5
3277,SASFM.V,SAHOLC2908240130.00GSI00000.1NA ,SAHOL,C,130.0,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.0,110.03,0.0,16.5
3278,SASFN.V,SAHOLC2908240134.00GSI00000.1NA ,SAHOL,C,134.0,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.0,110.03,0.0,16.5
3279,SASFO.V,SAHOLC2908240096.00GSI00000.1NA ,SAHOL,C,96.0,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.0,110.03,0.0,16.5
3280,SASFP.V,SAHOLC2908240101.00GSI00000.1NA ,SAHOL,C,101.0,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.0,110.03,0.0,16.5
3281,SASFQ.V,SAHOLC3009240127.00GSI0000.06NA ,SAHOL,C,127.0,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3282,SASFR.V,SAHOLC3009240130.00GSI0000.06NA ,SAHOL,C,130.0,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3283,SASFS.V,SAHOLC3009240141.00GSI0000.06NA ,SAHOL,C,141.0,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3284,SASFT.V,SAHOLC3009240146.00GSI0000.06NA ,SAHOL,C,146.0,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3285,SASFU.V,SAHOLC3009240151.00GSI0000.06NA ,SAHOL,C,151.0,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3286,SASFV.V,SAHOLC3009240108.00GSI0000.06NA ,SAHOL,C,108.0,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3287,SASFW.V,SAHOLC3009240114.00GSI0000.06NA ,SAHOL,C,114.0,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3288,SASRH.V,SAHOLP3107240089.40GSI00000.1NA ,SAHOL,P,89.4,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.0,105.98,0.0,15.9
3289,SASRI.V,SAHOLP3107240099.30GSI00000.1NA ,SAHOL,P,99.3,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.0,105.98,0.0,15.9
3290,SASRJ.V,SAHOLP3107240096.80GSI00000.1NA ,SAHOL,P,96.8,2024-07-31,0.1,F_SAHOL0724,GSI,2024-07-26,0.0,105.98,0.0,15.9
3291,SASRK.V,SAHOLP2908240086.40GSI00000.1NA ,SAHOL,P,86.4,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.0,110.03,0.0,16.5
3292,SASRL.V,SAHOLP2908240096.00GSI00000.1NA ,SAHOL,P,96.0,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.21,110.03,2.1,16.5
3293,SASRM.V,SAHOLP2908240093.60GSI00000.1NA ,SAHOL,P,93.6,2024-08-29,0.1,F_SAHOL0824,GSI,2024-07-26,0.0,110.03,0.0,16.5
3294,SASRN.V,SAHOLP3009240097.40GSI0000.06NA ,SAHOL,P,97.4,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3295,SASRO.V,SAHOLP3009240108.00GSI0000.06NA ,SAHOL,P,108.0,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3296,SASRP.V,SAHOLP3009240105.00GSI0000.06NA ,SAHOL,P,105.0,2024-09-30,0.06,F_SAHOL0924,GSI,2024-07-26,0.0,113.16,0.0,16.97
3297,SOBCV.V,SAHOLC3107240090.00BNP00000.1NA ,SAHOL,C,90.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3298,SOBCW.V,SAHOLC3107240095.00BNP00000.1NA ,SAHOL,C,95.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3299,SOBCX.V,SAHOLC3107240100.00BNP00000.1NA ,SAHOL,C,100.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3300,SOBCY.V,SAHOLC3107240105.00BNP00000.1NA ,SAHOL,C,105.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3301,SOBCZ.V,SAHOLC3107240110.00BNP00000.1NA ,SAHOL,C,110.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3302,SOBDA.V,SAHOLC3107240115.00BNP00000.1NA ,SAHOL,C,115.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3303,SOBDB.V,SAHOLC3107240120.00BNP00000.1NA ,SAHOL,C,120.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3304,SOBDC.V,SAHOLC3107240130.00BNP00000.1NA ,SAHOL,C,130.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3305,SOBDD.V,SAHOLC3107240140.00BNP00000.1NA ,SAHOL,C,140.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3306,SOBDE.V,SAHOLC3107240150.00BNP00000.1NA ,SAHOL,C,150.0,2024-07-31,0.1,F_SAHOL0724,BNP,2024-07-26,0.0,105.98,0.0,15.9
3307,SOBDF.V,SAHOLC2908240090.00BNP00000.1NA ,SAHOL,C,90.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,0.0,110.03,0.0,16.5
3308,SOBDG.V,SAHOLC2908240095.00BNP00000.1NA ,SAHOL,C,95.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,0.0,110.03,0.0,16.5
3309,SOBDH.V,SAHOLC2908240100.00BNP00000.1NA ,SAHOL,C,100.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,1.21,110.03,12.1,16.5
3310,SOBDI.V,SAHOLC2908240105.00BNP00000.1NA ,SAHOL,C,105.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,0.0,110.03,0.0,16.5
3311,SOBDJ.V,SAHOLC2908240110.00BNP00000.1NA ,SAHOL,C,110.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,0.5,110.03,5.0,16.5
3312,SOBDK.V,SAHOLC2908240115.00BNP00000.1NA ,SAHOL,C,115.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,0.0,110.03,0.0,16.5
3313,SOBDL.V,SAHOLC2908240120.00BNP00000.1NA ,SAHOL,C,120.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,0.0,110.03,0.0,16.5
3314,SOBDM.V,SAHOLC2908240130.00BNP00000.1NA ,SAHOL,C,130.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,0.0,110.03,0.0,16.5
3315,SOBDN.V,SAHOLC2908240140.00BNP00000.1NA ,SAHOL,C,140.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,0.0,110.03,0.0,16.5
3316,SOBDO.V,SAHOLC2908240150.00BNP00000.1NA ,SAHOL,C,150.0,2024-08-29,0.1,F_SAHOL0824,BNP,2024-07-26,0.0,110.03,0.0,16.5
3317,SOBDP.V,SAHOLC3009240100.00BNP00000.1NA ,SAHOL,C,100.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3318,SOBDQ.V,SAHOLC3009240105.00BNP00000.1NA ,SAHOL,C,105.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3319,SOBDR.V,SAHOLC3009240110.00BNP00000.1NA ,SAHOL,C,110.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3320,SOBDS.V,SAHOLC3009240115.00BNP00000.1NA ,SAHOL,C,115.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3321,SOBDT.V,SAHOLC3009240120.00BNP00000.1NA ,SAHOL,C,120.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3322,SOBDU.V,SAHOLC3009240125.00BNP00000.1NA ,SAHOL,C,125.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3323,SOBDV.V,SAHOLC3009240130.00BNP00000.1NA ,SAHOL,C,130.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3324,SOBDW.V,SAHOLC3009240150.00BNP00000.1NA ,SAHOL,C,150.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3325,SOBDX.V,SAHOLC3009240160.00BNP00000.1NA ,SAHOL,C,160.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3326,SOBDY.V,SAHOLC3009240180.00BNP00000.1NA ,SAHOL,C,180.0,2024-09-30,0.1,F_SAHOL0924,BNP,2024-07-26,0.0,113.16,0.0,16.97
3327,SOIBY.V,SAHOLC3107240100.00IYM00000.1NA ,SAHOL,C,100.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.43,105.98,4.3,15.9
3328,SOIBZ.V,SAHOLC3107240110.00IYM00000.1NA ,SAHOL,C,110.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.02,105.98,0.2,15.9
3329,SOICA.V,SAHOLC3107240120.00IYM00000.1NA ,SAHOL,C,120.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.0,105.98,0.0,15.9
3330,SOICB.V,SAHOLC3107240140.00IYM00000.1NA ,SAHOL,C,140.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.01,105.98,0.1,15.9
3331,SOICC.V,SAHOLC3107240170.00IYM00000.1NA ,SAHOL,C,170.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.01,105.98,0.1,15.9
3332,SOICD.V,SAHOLC1609240100.00IYM00000.1NA ,SAHOL,C,100.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3333,SOICE.V,SAHOLC1609240110.00IYM00000.1NA ,SAHOL,C,110.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,1.07,113.16,10.7,16.97
3334,SOICF.V,SAHOLC1609240120.00IYM00000.1NA ,SAHOL,C,120.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,0.56,113.16,5.6,16.97
3335,SOICG.V,SAHOLC1609240140.00IYM00000.1NA ,SAHOL,C,140.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,0.26,113.16,2.6,16.97
3336,SOICH.V,SAHOLC1609240170.00IYM00000.1NA ,SAHOL,C,170.0,2024-09-16,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3337,SOICI.V,SAHOLC3009240110.00IYM00000.1NA ,SAHOL,C,110.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3338,SOICJ.V,SAHOLC3009240120.00IYM00000.1NA ,SAHOL,C,120.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,0.68,113.16,6.8,16.97
3339,SOICK.V,SAHOLC3009240130.00IYM00000.1NA ,SAHOL,C,130.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3340,SOICL.V,SAHOLC3009240150.00IYM00000.1NA ,SAHOL,C,150.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,0.24,113.16,2.4,16.97
3341,SOICM.V,SAHOLC3009240180.00IYM00000.1NA ,SAHOL,C,180.0,2024-09-30,0.1,F_SAHOL0924,IYM,2024-07-26,0.0,113.16,0.0,16.97
3342,SOIQY.V,SAHOLP3107240110.00IYM00000.1NA ,SAHOL,P,110.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.66,105.98,6.6,15.9
3343,SOIQZ.V,SAHOLP3107240100.00IYM00000.1NA ,SAHOL,P,100.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.04,105.98,0.4,15.9
3344,SOIRA.V,SAHOLP3107240090.00IYM00000.1NA ,SAHOL,P,90.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.0,105.98,0.0,15.9
3345,SOIRB.V,SAHOLP3107240080.00IYM00000.1NA ,SAHOL,P,80.0,2024-07-31,0.1,F_SAHOL0724,IYM,2024-07-26,0.0,105.98,0.0,15.9
